Selected,Customer ID,Customer Name,Customer Class,City,State,Terms,Customer Status,Restrict Visibility To,Time Zone,Tax Zone,Parent Account ID,Billing Email,Primary Email,Open Balance,Price Class,Billing Cycle,Send Appointment Email,Send Invoices by Email,Default Payment Method,Print Invoices,Last Modified By,Print Statements,Send Statements by Email,Credit Verification,Statement Cycle ID,AR Rep Name,AR Rep Email,Managed By Third Party,Account Name,Created On
False,CATW000751,Site One Landscape Supply - Marietta,STANDARD,Marietta,GA,NET30,Active,ATW,,GACOBMARIE,,mperrino@siteone.com,mperrino@siteone.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000126,Sidelines Grille Hwy. 92,STANDARD,Woodstock,GA,NET30,Active,ATW,,GACHEWOODS,,003@sidelinesgrille.com,003@sidelinesgrille.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000125,Sidelines Grille Hickory Flat Village,STANDARD,Canton,GA,NET30,Active,ATW,,GACHECANTO,,002@sidelinesgrille.com,002@sidelinesgrille.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000124,Sidelines Grille Canton,STANDARD,Canton,GA,NET30,Active,ATW,,GACHECANTO,,001@sidelinesgrille.com,001@sidelinesgrille.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000512,Sidelines Grille - Cartersville,STANDARD,Cartersville,GA,NET30,Active,ATW,,GABARCARTE,,004@sidelinesgrille.com,004@sidelinesgrille.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000123,Sidelines Grill Old Hwy. 5 Wdstk,STANDARD,Woodstock,GA,NET30,Active,ATW,,GACHEWOODS,,steve@sidelinesgrille.com,steve@sidelinesgrille.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000521,Sid's Pizza,STANDARD,Alpharetta,GA,NET30,Active,ATW,,GAFULALPHA,,kurnett@mindspring.com,kurnett@mindspring.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000121,Shottenkirk Honda,STANDARD,Cartersville,GA,NET30,Active,ATW,,GABARCARTE,,rlewis@shottenkirk.com,rlewis@shottenkirk.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000732,Sherwin Williams #702267 -LaGrange,CORPACCT,LaGrange,GA,NET45,Active,ATW,,GATROLAG01,,sw2267@sherwin.com,sw2267@sherwin.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000605,Sherwin Williams #702108 - Calhoun,CORPACCT,Calhoun,GA,NET45,Active,ATW,,GAGORCALHO,,sw2108@sherwin.com,sw2108@sherwin.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000571,Shell Sandy Springs _ AJJC Inc.,STANDARD,Sandy Springs,GA,COD,Active,ATW,,GAFULATL01,,consolidatedbill@enviro-master.com,consolidatedbill@enviro-master.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000251,Shell Food Mart - Shallowford,STANDARD,Marietta,GA,NET30,Active,ATW,,GACOBMARIE,,faiyaz0621@hotmail.com,faiyaz0621@hotmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000638,Shell - Canton,STANDARD,Canton,GA,COD,Active,ATW,,GACHECANTO,,3550mariettahwy@gmail.com,3550mariettahwy@gmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000215,Senqcia Maxco Ltd Kennestone Circle,STANDARD,Marietta,GA,NET30,Active,ATW,,GACOBMARIE,,AP@maxcochain.com,AP@maxcochain.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000496,Sawnee View Gardens,STANDARD,Cumming,GA,NET30,Active,ATW,,GAFORCUMMI,,scott.bennett@sawneeview.com,scott.bennett@sawneeview.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000178,Savi Provisions at Pharr,STANDARD,Atlanta,GA,COD,Active,ATW,,GAFULATLAN,,consolidatedbill@enviro-master.com,consolidatedbill@enviro-master.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000522,Savi Provision - West Midtown,STANDARD,Atlanta,GA,COD,Active,ATW,,GAFULATLAN,,savistarmetal@gmail.com,savistarmetal@gmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000602,Sammy's Pizzeria On The Green,STANDARD,Alpharetta,GA,NET30,Active,ATW,,GAFULALPHA,,adriana@sammys-pizzeria.com,adriana@sammys-pizzeria.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000258,Roger's BBQ - LaGrange,STANDARD,LaGrange,GA,COD,Active,ATW,,GATROLAG01,,rmesser@gmail.com,rmesser@gmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000544,Rock Steady - Atlanta,STANDARD,Atlanta,GA,NET30,Active,ATW,,GAFULATLAN,,jacob@rocksteadyatl.com,jacob@rocksteadyatl.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000532,Revolving Sushi Factory,STANDARD,Kennesaw,GA,NET30,Active,ATW,,GACOBKENNE,,vpanlee1@hotmail.com,vpanlee1@hotmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000726,Reel Seafood - Woodstock,STANDARD,Woodstock,GA,NET30,Active,ATW,,GACHEWOODS,,davidsilverman06@comcast.net,davidsilverman06@comcast.net,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000586,RaceTrac-2491-Old Canton,CORPACCT,Marietta,GA,NET30,Active,ATW,,GACOBMARIE,,aredd@racetrac.com,aredd@racetrac.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000585,RaceTrac-2482-Armuchee,CORPACCT,Rome,GA,NET30,Active,ATW,,GAFLOROME,,aredd@racetrac.com,aredd@racetrac.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000584,RaceTrac-0660-Austell Rd,CORPACCT,Austell,GA,NET30,Active,ATW,,GACOBAUSTE,,aredd@racetrac.com,aredd@racetrac.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000590,RaceTrac-0652-Cartersville,CORPACCT,Cartersville,GA,NET30,Active,ATW,,GABARCARTE,,aredd@racetrac.com,aredd@racetrac.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000581,RaceTrac-0636-Thornton Rd,CORPACCT,Douglasville,GA,NET30,Active,ATW,,GADOULITHI,,aredd@racetrac.com,aredd@racetrac.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000583,RaceTrac-0500-LaGrange,CORPACCT,LaGrange,GA,NET30,Active,ATW,,GATROLAG01,,aredd@racetrac.com,aredd@racetrac.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000582,RaceTrac-0495-Villa Rica,CORPACCT,Villa Rica,GA,NET30,Active,ATW,,GACARVILLA,,aredd@racetrac.com,aredd@racetrac.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000113,Pure Taqueria - Roswell,STANDARD,Roswell,GA,NET30,Active,ATW,,GAFULROSWE,,amy.paul@puretaqueria.com,amy.paul@puretaqueria.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000475,Pricci (BLG),STANDARD,Atlanta,GA,NET30,Active,ATW,,GAFULATLAN,,hfiltcheva@buckheadrestaurants.com,hfiltcheva@buckheadrestaurants.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000731,Pilot Travel Center #634,CORPACCT,Temple,GA,NET45,Active,ATW,,GACARTEMPL,,CONSTContractInvoices@pilottravelcenter.com,CONSTContractInvoices@pilottravelcenter.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000467,Piccadilly - Cobb Pkwy,STANDARD,Marietta,GA,NET30,Active,ATW,,GACOBMARIE,,AP@piccadilly.com,AP@piccadilly.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000112,Pasquale's Pizza - Rome,STANDARD,Rome,GA,NET30,Active,ATW,,GAFLOROME,,pasqualesguy@yahoo.com,pasqualesguy@yahoo.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000110,Padriacs - Atlanta,STANDARD,Atlanta,GA,NET30,Active,ATW,,GACOBATLAN,,e4gemini@gmail.com,e4gemini@gmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000549,Otters Chicken - West Cobb,STANDARD,Marietta,GA,NET30,Active,ATW,,GACOBMARIE,,wpeterson@otterschicken.com,wpeterson@otterschicken.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000738,Original Steak & Rib House,STANDARD,Cartersville,GA,COD,Active,ATW,,GABARCARTE,,sean@steakandrib.net,sean@steakandrib.net,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000106,Orange Theory Fitness #0833 - Smyrna,STANDARD,Smyrna,GA,NET30,Active,ATW,,GACOBSMYRN,,accounting@honorsholdingsllc.com,accounting@honorsholdingsllc.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000108,Orange Theory Fitness #0083 - S. Springs,STANDARD,Sandy Springs,GA,NET30,Active,ATW,,GAFULATL01,,accounting@honorsholdingsllc.com,accounting@honorsholdingsllc.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000103,On The Border #68 - Alpharetta,STANDARD,Alpharetta,GA,NET30,Active,ATW,,GAFULALPHA,,o00068@ontheborder.com,o00068@ontheborder.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000104,On The Border #57 - Buckhead,STANDARD,Atlanta,GA,NET30,Active,ATW,,GAFULATLAN,,o00057@ontheborder.com,o00057@ontheborder.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000510,O-Ku Sushi- Howell Mill,STANDARD,Atlanta,GA,NET30,Active,ATW,,GAFULATLAN,,fjiap@theindigoroad.com,fjiap@theindigoroad.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000091,Nick's Walkup BBQ,CORPACCT,Acworth,GA,NET30,Active,ATW,,GACOBACWOR,,adminacworth5003@jimnnicks.com,adminacworth5003@jimnnicks.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000513,Newnan Country Club,STANDARD,Newnan,GA,NET30,Active,ATW,,GACOWNEWNA,,cmoller@newnancc.org,cmoller@newnancc.org,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000511,Newk's Eatery - Smyrna,STANDARD,Smyrna,GA,NET30,Active,ATW,,GACOBSMYRN,,newkssmyrna@gmail.com,newkssmyrna@gmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000507,Newk's Eatery - Canton,STANDARD,Canton,GA,NET30,Active,ATW,,GACHECANTO,,newkscanton@gmail.com,newkscanton@gmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000604,Nest Cafe - Milton,STANDARD,Milton,GA,NET30,Active,ATW,,GAFULALPHA,,info@thenestcafe.net,info@thenestcafe.net,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000603,Nest Cafe - Alpharetta,STANDARD,Alpharetta,GA,NET30,Active,ATW,,GAFULALPHA,,info@thenestcafe.net,info@thenestcafe.net,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000650,Morrison Products,STANDARD,Canton,GA,NET30,Active,ATW,,GACHECANTO,,bkendrick@morrisonproducts.com,bkendrick@morrisonproducts.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000221,Mojave Latin American Restaurant,STANDARD,Sandy Springs,GA,NET30,Active,ATW,,GACOBATLAN,,rainer@mojaverestaurant.com,rainer@mojaverestaurant.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000563,Miller's Ale House - Alpharetta,STANDARD,Alpharetta,GA,NET30,Active,ATW,,GAFULALPHA,,alpharetta@millersalehouse.com,alpharetta@millersalehouse.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000635,Mexico Lindo - Smyrna,STANDARD,Smyrna,GA,NET30,Active,ATW,,GACOBSMYRN,,mexicolindo001@gmail.com,mexicolindo001@gmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000166,Mellow Mushroom Buckhead,STANDARD,Atlanta,GA,NET30,Active,ATW,,GAFULATLAN,,amber@mellowmushroom.net,amber@mellowmushroom.net,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000607,Mellow Mushroom - Windy Hill,STANDARD,Marietta,GA,NET30,Active,ATW,,GACOBMARIE,,ramona@panosrestaurantgroup.com,ramona@panosrestaurantgroup.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000629,Meehan's - Downtown,STANDARD,Atlanta,GA,NET30,Active,ATW,,GAFULATLAN,,chrissegal@earthlink.net,chrissegal@earthlink.net,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000082,McCray's West Village Tavern,STANDARD,Smyrna,GA,NET30,Active,ATW,,GACOBSMYRN,,mccraystavernsmyrna@meinvoices.com,mccraystavernsmyrna@meinvoices.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000364,McCray's Tavern - Marietta,STANDARD,Marietta,GA,NET30,Active,ATW,,GACOBMARIE,,mccraystaverneastcobb@meinvoices.com,mccraystaverneastcobb@meinvoices.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000081,"Mayfield Dairy Farms, Inc.",STANDARD,Marietta,GA,NET30,Active,ATW,,GACOBMARIE,,gary.weston@dfamilk.com,gary.weston@dfamilk.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000634,Marlow's - Woodstock,STANDARD,Woodstock,GA,COD,Active,ATW,,GACHEWOODS,,marlows14@metzcorp.com,marlows14@metzcorp.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000437,Marietta Pizza Company Due West,STANDARD,Marietta,GA,NET30,Active,ATW,,GACOBMARIE,,hwolfson@mariettapizza.com,hwolfson@mariettapizza.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000436,Marietta Pizza Co. Marietta Square,STANDARD,Marietta,GA,NET30,Active,ATW,,GACOBMARIE,,hwolfson@mariettapizza.com,hwolfson@mariettapizza.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000626,Marathon Gas - Lakeland Plaza,STANDARD,Cumming,GA,COD,Active,ATW,,GAFORCUMMI,,zahirpadania99@gmail.com,zahirpadania99@gmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000151,Marathon - Canton,STANDARD,Canton,GA,COD,Active,ATW,,GACHECANTO,,consolidatedbill@enviro-master.com,consolidatedbill@enviro-master.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000264,Mainline Foods,STANDARD,Marietta,GA,NET30,Active,ATW,,GACOBMARIE,,corpap@goldbergsgroup.com,corpap@goldbergsgroup.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000553,Maggianos Little Italy - Cumberland,STANDARD,Atlanta,GA,NET30,Active,ATW,,GACOBATLAN,,mg0200gm@maggianos.com,mg0200gm@maggianos.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000734,Lviv Croissants,STANDARD,Roswell,GA,NET30,Active,ATW,,GAFULROSWE,,store.atl@lvivcroissants.com,store.atl@lvivcroissants.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000672,Lummus Supply #6 - Acworth,STANDARD,Acworth,GA,NET30,Active,ATW,,GACHEACWOR,,rayers@lummussupply.com,rayers@lummussupply.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000075,Lummus Supply #4 - Roswell,STANDARD,Roswell,GA,NET30,Active,ATW,,GAFULROSWE,,ap@lummussupply.com,ap@lummussupply.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000076,Lummus Supply #1 - Bolton Rd.,STANDARD,Atlanta,GA,NET30,Active,ATW,,GAFULATLAN,,ap@lummussupply.com,ap@lummussupply.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000074,Lucky's Burger & Brew Roswell,STANDARD,Roswell,GA,COD,Active,ATW,,GAFULROSWE,,leschertc@gmail.com,leschertc@gmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000254,Louisiana Bistreaux - East Point,STANDARD,East Point,GA,NET30,Active,ATW,,GAFULATLAN,,gulshan.delawalla@gmail.com,gulshan.delawalla@gmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000073,Los Bravos Mexican Restaurant #10,STANDARD,Woodstock,GA,NET30,Active,ATW,,GACHEWOODS,,LOSBRAVOSMEXREST@GMAIL.COM,LOSBRAVOSMEXREST@GMAIL.COM,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000465,Kyma (BLG),STANDARD,Atlanta,GA,NET30,Active,ATW,,GAFULATLAN,,hfiltcheva@buckheadrestaurants.com,hfiltcheva@buckheadrestaurants.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000072,Kuroshio Sushi Bar & Grille - S. Cobb,STANDARD,Smyrna,GA,COD,Active,ATW,,GACOBSMYRN,,khoa@kuroshiosushi.com,khoa@kuroshiosushi.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000606,Krispy Kreme - Smyrna,STANDARD,Smyrna,GA,NET30,Active,ATW,,GACOBSMYRN,,kk162@krispykreme.com,kk162@krispykreme.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000071,"Kor-Chem, Inc",STANDARD,Atlanta,GA,NET30,Active,ATW,,GAFULATL01,,accounting@kor-chem.com,accounting@kor-chem.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000070,Kor-Chem GAD,STANDARD,Atlanta,GA,NET30,Active,ATW,,GAFULATL01,,accounting@kor-chem.com,accounting@kor-chem.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000724,Kliggy's Karts,STANDARD,Kennesaw,GA,NET30,Active,ATW,,GACOBKENNE,,david@kliggyskarts.com,david@kliggyskarts.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000473,Kilwin's - Woodstock,STANDARD,Woodstock,GA,NET30,Active,ATW,,GACHEWOODS,,woodstock@kilwins.com,woodstock@kilwins.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000624,Keegan's Public House - Kennesaw,STANDARD,Kennesaw,GA,NET30,Active,ATW,,GACOBKENNE,,keeganskennesaw@gmail.com,keeganskennesaw@gmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000518,Keegan's Irish Pub Woodstock,STANDARD,Woodstock,GA,COD,Active,ATW,,GACHEWOODS,,fordmb@bellsouth.net,fordmb@bellsouth.net,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000601,Karate Atlanta #3921 - Sandy Springs,STANDARD,Sandy Springs,GA,NET30,Active,ATW,,GAFULATL01,,sandysprings@kalegacy.com,sandysprings@kalegacy.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000069,Johnny's Pizza Lower Roswell Rd.,STANDARD,Marietta,GA,NET30,Active,ATW,,GACOBMARIE,,stevenhansell037@gmail.com,stevenhansell037@gmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000517,Johnny's NY Style Pizza West Cobb,STANDARD,Marietta,GA,COD,Active,ATW,,GACOBMARIE,,fordmb@bellsouth.net,fordmb@bellsouth.net,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000622,Johnny's New York Pizza - Acworth,STANDARD,Acworth,GA,NET30,Active,ATW,,GACOBACWOR,,staciepizzanumber1@gmail.com,staciepizzanumber1@gmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000577,Jim N Nicks #4049 - Rome,CORPACCT,Rome,GA,NET30,Active,ATW,,GAFLOROME,,ap@JimnNicks.com,ap@JimnNicks.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000545,Jim N Nicks #4047 - Windward,CORPACCT,Milton,GA,NET30,Active,ATW,,GAFULALPHA,,ap@JimnNicks.com,ap@JimnNicks.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000261,Jim N Nicks #4042 - Sandy Plains,CORPACCT,Marietta,GA,NET30,Active,ATW,,GACOBMARIE,,ap@JimnNicks.com,ap@JimnNicks.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000068,Jim N Nicks #4014 - Smyrna,CORPACCT,Smyrna,GA,NET30,Active,ATW,,GACOBSMYRN,,ap@JimnNicks.com,ap@JimnNicks.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000067,Jim N Nicks #4010 - Hiram,CORPACCT,Hiram,GA,NET30,Active,ATW,,GAPAUHIRAM,,adminhiram4010@jimnnicks.com,adminhiram4010@jimnnicks.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000744,Jim N Nick's #4061 W Cobb,CORPACCT,Marietta,GA,NET30,Active,ATW,,GACOBMARIE,,adminwestcobb4061@jimnnicks.com,adminwestcobb4061@jimnnicks.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000456,IPPS Pastaria - Woodstock,STANDARD,Woodstock,GA,NET30,Active,ATW,,GACHEWOODS,,lisaatippolitos@yahoo.com,lisaatippolitos@yahoo.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000735,IHOP - Smyrna,STANDARD,Smyrna,GA,NET30,Active,ATW,,GACOBSMYRN,,ashun.hawthorne@tujorg.com,ashun.hawthorne@tujorg.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000543,IHOP - Kennesaw,STANDARD,Kennesaw,GA,NET30,Active,ATW,,GACOBKENNE,,drmga@live.com,drmga@live.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000546,IHOP #488 - Woodstock Hwy 92,STANDARD,Woodstock,GA,NET30,Active,ATW,,GACHEWOODS,,ihop488@tujorg.com,ihop488@tujorg.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000632,Hyde Brewing,STANDARD,Milton,GA,NET30,Active,ATW,,GAFULALPHA,,beer@hydebrew.com,beer@hydebrew.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000060,Hugo's Oyster Bar,STANDARD,Roswell,GA,NET30,Active,ATW,,GAFULROSWE,,Reena.hugos@gmail.com,Reena.hugos@gmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000725,Huddle House - Cumming,STANDARD,Cumming,GA,NET30,Active,ATW,,GAFORCUMMI,,jamesinaday2024@gmail.com,jamesinaday2024@gmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000248,Howell's Kitchen & Bar,STANDARD,Atlanta,GA,NET30,Active,ATW,,GAFULATLAN,,seanzornig.moocoo@gmail.com,seanzornig.moocoo@gmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000745,Hooters - Douglasville,STANDARD,Douglasville,GA,NET30,Active,ATW,,GADOUDOUGL,,douglasville@hooters.com,douglasville@hooters.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000058,Hooters #1109 - Downtown,STANDARD,Atlanta,GA,NET30,Active,ATW,,GAFULATLAN,,downtownatlanta@hooters.com,downtownatlanta@hooters.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000747,Highway Products & Services,STANDARD,East Point,GA,NET30,Active,ATW,,GAFULATLAN,,asimmons@highway-ps.com,asimmons@highway-ps.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000057,Highlands Grille,STANDARD,Kennesaw,GA,COD,Active,ATW,,GACOBKENNE,,dwiebeld.highlands@gmail.com,dwiebeld.highlands@gmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000336,Hearth Pizza Tavern,STANDARD,Sandy Springs,GA,NET30,Active,ATW,,GAFULATL01,,kimgriffin.moocoo@gmail.com,kimgriffin.moocoo@gmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000309,Harry's Pizza & Subs,STANDARD,Atlanta,GA,NET30,Active,ATW,,GACOBATLAN,,roxman1234@aol.com,roxman1234@aol.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000649,Gyu-Kaku Japanese BBQ,STANDARD,Atlanta,GA,NET30,Active,ATW,,GAFULATLAN,,glenn.phillipsjr@franchisees.gyu-kaku.com,glenn.phillipsjr@franchisees.gyu-kaku.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000386,Gyro Aegean Grill,STANDARD,Woodstock,GA,NET30,Active,ATW,,GACHEWOODS,,biraj.dhakal@gmail.com,biraj.dhakal@gmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
False,CATW000648,Guston's Grille & Tap,STANDARD,Acworth,GA,NET30,Active,ATW,,GACOBACWOR,,gustonsgrilleandtap@gmail.com,gustonsgrilleandtap@gmail.com,,,,,True,,True,kdukes,True,True,Days Past Due,EOM,,,,,3/20/2025
